bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
pg21087-7,0.0166,0.178,0.0587,0.0743,0.0313,0.0282,0.0294,0.0899,0.021,0,0.0046,0.0026,0.015,0.1265,0.0083,0.0173,0.2632,0.1053,0.6316,0.6692,0.1351,0.4902,-0.1428,-0.1119
pg21087-8,0.0169,0.2912,0.0722,0.064,0.0246,0.0331,0.0279,0.0836,0.0195,0,0.0052,0.0026,0.015,0.1193,0.0096,0.0171,0.1176,0.3529,0.5294,0.6665,0.1351,0.4902,-0.1428,-0.1119
pg21087-9,0.0147,0.2114,0.1555,0.0688,0.0296,0.0284,0.0336,0.0831,0.0193,0.0002,0.0036,0.007,0.0087,0.1275,0.0307,0.0152,0.1667,0.1667,0.6667,0.5872,0.1351,0.4902,-0.1428,-0.1119
pg51936-1,0.0185,0.3318,0.0609,0.0608,0.0278,0.0241,0.024,0.0569,0.0332,0.0008,0.0054,0.0115,0.0033,0.0986,0.024,0.0169,0.28,0.04,0.68,0.6645,0.1352,0.5109,-0.1366,-0.2426
pg51936-2,0.0216,0.3122,0.1245,0.0681,0.0283,0.0271,0.0281,0.0494,0.0352,0.0011,0.0061,0.0064,0.0042,0.0911,-0.0163,0.0145,0.1923,0.1154,0.6923,0.7053,0.1352,0.5109,-0.1366,-0.2426
pg51936-3,0.02,0.2385,0.2216,0.0638,0.0251,0.0247,0.0248,0.0484,0.0375,0.0013,0.0047,0.0061,0.0038,0.0853,-0.0163,0.0175,0.1923,0.1923,0.6154,0.652,0.1352,0.5109,-0.1366,-0.2426
pg51936-4,0.0186,0.2217,0.2711,0.0691,0.022,0.026,0.0252,0.0488,0.0329,0.0008,0.0055,0.0082,0.0036,0.0885,0.0528,0.0131,0.1538,0.1923,0.6538,0.6666,0.1352,0.5109,-0.1366,-0.2426
pg51936-5,0.0191,0.3139,0.1691,0.0764,0.0265,0.0271,0.0238,0.0525,0.034,0.0013,0.0067,0.0094,0.0042,0.0937,0.0358,0.0177,0.1538,0.1923,0.6538,0.6646,0.1352,0.5109,-0.1366,-0.2426
pg51936-6,0.0186,0.2057,0.1932,0.0758,0.0232,0.0273,0.0231,0.0546,0.0349,0.0006,0.0052,0.0076,0.0045,0.091,-0.0053,0.0082,0.1852,0.1852,0.6296,0.6916,0.1352,0.5109,-0.1366,-0.2426
pg35430-1,0.0199,0.1953,0.207,0.0737,0.0292,0.0265,0.0301,0.0601,0.0425,0.0002,0.0047,0.0051,0.0127,0.1002,-0.1078,0.0206,0.3333,0.1333,0.5333,0.6916,0.1354,0.5489,-0.0638,0.0027
pg35430-2,0.0156,0.2456,0.3628,0.0767,0.0308,0.0262,0.0367,0.061,0.0413,0.0001,0.0043,0.0058,0.006,0.1079,-0.0682,0.0125,0.1333,0.2667,0.6,0.6778,0.1354,0.5489,-0.0638,0.0027
pg35430-3,0.0152,0.2696,0.1864,0.0771,0.0275,0.0259,0.0344,0.0611,0.0403,0.0003,0.0039,0.0071,0.0113,0.1068,-0.0802,0.0141,0.25,0.1071,0.6429,0.6641,0.1354,0.5489,-0.0638,0.0027
pg35430-4,0.0184,0.2457,0.1828,0.0899,0.0277,0.024,0.0368,0.0567,0.0423,0.0002,0.0059,0.0064,0.0134,0.106,-0.1016,0.0197,0.3333,0.1333,0.5333,0.7576,0.1354,0.5489,-0.0638,0.0027
pg35430-5,0.0163,0.297,0.1024,0.0779,0.0295,0.027,0.0287,0.0593,0.0387,0.001,0.0051,0.0109,0.011,0.105,-0.0747,0.0181,0.2333,0.2,0.5667,0.7013,0.1354,0.5489,-0.0638,0.0027
pg35430-6,0.0102,0.289,0.262,0.0734,0.0266,0.0282,0.0372,0.0613,0.0395,0.0007,0.0046,0.0069,0.0082,0.1107,-0.0538,0.012,0.069,0.2069,0.7241,0.663,0.1354,0.5489,-0.0638,0.0027
pg35430-7,0.01,0.3126,0.2162,0.084,0.027,0.0262,0.0367,0.0553,0.0464,0.0001,0.0034,0.0057,0.0105,0.1012,-0.1216,0.0113,0.2414,0.2414,0.5172,0.7386,0.1354,0.5489,-0.0638,0.0027
pg35430-8,0.0083,0.502,0.1493,0.0572,0.0328,0.0304,0.0369,0.0533,0.0377,0.0005,0.0059,0.0037,0.0034,0.1002,0.0139,0.0065,0.2333,0.1667,0.6,0.6007,0.1354,0.5489,-0.0638,0.0027
pg1399-1,0.0175,0.4592,0.1818,0.0721,0.0346,0.035,0.0405,0.0821,0.0349,0.0015,0.0056,0.0041,0.0109,0.1338,0.0035,0.0166,0.2917,0.1667,0.5417,0.6428,0.1356,0.5866,0.1589,41.5664
pg1399-10,0.0192,0.4284,0.1839,0.0827,0.0326,0.0311,0.0402,0.0791,0.0393,0.0009,0.005,0.0031,0.0086,0.1283,-0.0152,0.0194,0.3077,0.1538,0.5385,0.7144,0.1356,0.5866,0.1589,41.5664
pg1399-11,0.0136,0.5149,0.1823,0.0701,0.0336,0.034,0.0412,0.0739,0.0366,0.0008,0.0044,0.0009,0.006,0.1212,0.0441,0.0113,0.2,0.08,0.72,0.6444,0.1356,0.5866,0.1589,41.5664
pg1399-12,0.0195,0.1777,0.4326,0.0754,0.0321,0.0262,0.0396,0.0751,0.0393,0.0011,0.0033,0.0023,0.0074,0.1214,0.0026,0.0162,0.36,0.2,0.44,0.6447,0.1356,0.5866,0.1589,41.5664
pg1399-13,0.0206,0.3176,0.1578,0.0769,0.0245,0.0257,0.0377,0.0717,0.0398,0.0006,0.0037,0.0021,0.0095,0.1158,-0.034,0.0205,0.3846,0.0769,0.5385,0.6815,0.1356,0.5866,0.1589,41.5664
pg1399-14,0.0158,0.3288,0.1842,0.0627,0.0258,0.0309,0.0437,0.0739,0.0387,0.0011,0.0047,0.0028,0.0058,0.1262,0.0169,0.0109,0.08,0.24,0.68,0.7007,0.1356,0.5866,0.1589,41.5664
pg1399-15,0.0126,0.3779,0.1589,0.0707,0.0243,0.032,0.0396,0.0726,0.0352,0.001,0.0033,0.0026,0.0053,0.1191,0.0698,0.0133,0.1538,0.0769,0.7692,0.6255,0.1356,0.5866,0.1589,41.5664
pg1399-16,0.0124,0.1927,0.4005,0.087,0.0261,0.0315,0.0386,0.0703,0.0405,0.0011,0.0041,0.0023,0.0038,0.1164,0.0035,0.0134,0.2917,0.0417,0.6667,0.6756,0.1356,0.5866,0.1589,41.5664
pg1399-17,0.0139,0.4329,0.1527,0.0895,0.0297,0.0286,0.0408,0.0662,0.0397,0.0009,0.0039,0.0031,0.0048,0.1149,0.012,0.0141,0.2,0.08,0.72,0.694,0.1356,0.5866,0.1589,41.5664
pg1399-18,0.014,0.4038,0.0653,0.0692,0.0212,0.0276,0.0387,0.0703,0.034,0.0019,0.0061,0.004,0.0051,0.121,0.0773,0.0133,0.0909,0.0455,0.8636,0.6338,0.1356,0.5866,0.1589,41.5664
pg1399-19,0.0134,0.4904,0.0784,0.0802,0.0244,0.0305,0.0419,0.0703,0.0361,0.0006,0.0046,0.0035,0.0059,0.1209,0.0408,0.0111,0,0.0455,0.9545,0.6717,0.1356,0.5866,0.1589,41.5664
pg1399-2,0.0221,0.3568,0.121,0.0844,0.0263,0.0304,0.036,0.079,0.0398,0.0012,0.0056,0.0026,0.0098,0.1244,-0.0348,0.0217,0.1154,0.3846,0.5,0.6946,0.1356,0.5866,0.1589,41.5664
pg1399-20,0.0209,0.3758,0.1129,0.0818,0.0289,0.0319,0.0389,0.0716,0.0393,0.0021,0.0051,0.0029,0.0088,0.1206,-0.0293,0.0203,0.3077,0.1538,0.5385,0.6207,0.1356,0.5866,0.1589,41.5664
pg1399-21,0.0213,0.3321,0.1976,0.0834,0.0244,0.0302,0.0364,0.0772,0.0402,0.001,0.004,0.0029,0.0087,0.1215,-0.0285,0.0214,0.2917,0.4167,0.2917,0.6149,0.1356,0.5866,0.1589,41.5664
pg1399-22,0.0181,0.4389,0.1658,0.0893,0.0318,0.0275,0.043,0.0709,0.0468,0.0014,0.0042,0.0026,0.0126,0.1221,-0.0916,0.016,0.2692,0.3077,0.4231,0.7122,0.1356,0.5866,0.1589,41.5664
pg1399-3,0.0184,0.252,0.2538,0.0846,0.0269,0.0288,0.0404,0.077,0.04,0.001,0.0044,0.0021,0.0059,0.1249,-0.0038,0.0166,0.36,0.16,0.48,0.6898,0.1356,0.5866,0.1589,41.5664
pg1399-4,0.0232,0.2238,0.2934,0.0888,0.0332,0.0262,0.0382,0.0793,0.0462,0.0016,0.0037,0.0013,0.0105,0.1241,-0.0753,0.024,0.56,0.16,0.28,0.7204,0.1356,0.5866,0.1589,41.5664
pg1399-5,0.0167,0.3937,0.2523,0.0797,0.0313,0.0287,0.043,0.081,0.041,0.0011,0.0039,0.0017,0.0063,0.1307,-0.0277,0.0161,0.0385,0.2308,0.7308,0.6866,0.1356,0.5866,0.1589,41.5664
pg1399-6,0.0151,0.2708,0.3667,0.0847,0.0331,0.0325,0.0417,0.0792,0.0394,0.0009,0.0036,0.0005,0.0077,0.1259,-0.0178,0.0154,0.4231,0.2308,0.3462,0.6804,0.1356,0.5866,0.1589,41.5664
pg1399-7,0.0179,0.2224,0.2941,0.0801,0.026,0.0264,0.0358,0.0728,0.0417,0.0021,0.003,0.0025,0.0092,0.1162,-0.0394,0.0172,0.2,0.24,0.56,0.6941,0.1356,0.5866,0.1589,41.5664
pg1399-8,0.0178,0.3133,0.2373,0.0907,0.0277,0.0286,0.0426,0.0696,0.0416,0.0011,0.0055,0.0021,0.0061,0.1209,-0.0152,0.0175,0.4615,0.2692,0.2692,0.6921,0.1356,0.5866,0.1589,41.5664
pg1399-9,0.0214,0.3694,0.0303,0.0741,0.0182,0.0253,0.0359,0.0754,0.0431,0.0006,0.0046,0.0027,0.0108,0.1192,-0.0589,0.022,0.3333,0.125,0.5417,0.7286,0.1356,0.5866,0.1589,41.5664
pg13162-1,0.0239,0.0871,0.1685,0.0967,0.0273,0.0219,0.0294,0.0634,0.0473,0.0005,0.0086,0.0054,0.0047,0.1073,-0.0915,0.0154,0.1304,0.3043,0.5652,0.7601,0.1358,0.3946,-0.1609,11.3261
pg13162-2,0.0268,0.0373,0.253,0.1057,0.0283,0.0207,0.0242,0.059,0.051,0.0005,0.0099,0.0043,0.0041,0.0979,-0.1157,0.0198,0.2292,0.2708,0.5,0.7837,0.1358,0.3946,-0.1609,11.3261
pg13162-3,0.0288,0.0744,0.2011,0.1115,0.0294,0.021,0.0254,0.0606,0.0527,0.0008,0.0088,0.0054,0.0064,0.1011,-0.1498,0.0211,0.2083,0.375,0.4167,0.7949,0.1358,0.3946,-0.1609,11.3261
pg38623-1,0.022,0.133,0.1736,0.0889,0.0246,0.0304,0.0337,0.0657,0.0527,0.0027,0.0089,0.0076,0.0088,0.1186,-0.1098,0.0198,0.2821,0.2821,0.4359,0.8271,0.1358,0.4988,-0.1069,-2.6433
pg38623-2,0.0243,0.1833,0.1317,0.0976,0.0224,0.0316,0.0305,0.0645,0.0597,0.002,0.0053,0.0032,0.0079,0.1055,-0.1375,0.0258,0.2051,0.1538,0.641,0.814,0.1358,0.4988,-0.1069,-2.6433
pg38623-3,0.0256,0.2281,0.1972,0.0896,0.0235,0.0262,0.0304,0.0632,0.0546,0.0017,0.0078,0.0051,0.009,0.1082,-0.1273,0.0245,0.2895,0.1842,0.5263,0.779,0.1358,0.4988,-0.1069,-2.6433
pg38623-4,0.0223,0.2338,0.1973,0.0846,0.0249,0.0296,0.0302,0.0594,0.05,0.004,0.0077,0.0075,0.0073,0.1088,-0.1069,0.0214,0.2895,0.2368,0.4737,0.7695,0.1358,0.4988,-0.1069,-2.6433
pg38623-5,0.0249,0.2041,0.1835,0.0887,0.023,0.0262,0.0286,0.0654,0.0512,0.002,0.0068,0.0051,0.0061,0.1079,-0.1138,0.0268,0.4359,0.1282,0.4359,0.7785,0.1358,0.4988,-0.1069,-2.6433
pg38623-6,0.0263,0.2344,0.1578,0.0973,0.0229,0.0268,0.0296,0.0628,0.0512,0.0023,0.0082,0.0086,0.0079,0.1115,-0.1165,0.0291,0.2162,0.2162,0.5676,0.7657,0.1358,0.4988,-0.1069,-2.6433
pg53774-1,0.0241,0.3359,0,0.0609,0.0174,0.0295,0.0302,0.0474,0.052,0.0003,0,0.0007,0.0102,0.0786,-0.1589,0.0238,0.2162,0.2432,0.5405,0.756,0.1361,0.4661,-0.1253,-1.6176
pg53774-2,0.0258,0.3405,0.0079,0.072,0.0164,0.026,0.0258,0.0489,0.0527,0.0001,0.0001,0.0005,0.0097,0.0754,-0.1759,0.029,0.25,0.0833,0.6667,0.7794,0.1361,0.4661,-0.1253,-1.6176
pg53774-3,0.0217,0.2039,0.0567,0.0673,0.0156,0.0251,0.0319,0.0401,0.0534,0.0007,0,0.0004,0.0044,0.0731,-0.1346,0.0231,0.2571,0.1714,0.5714,0.7906,0.1361,0.4661,-0.1253,-1.6176
pg53774-4,0.0232,0.2609,0.0011,0.0783,0.0133,0.0271,0.0283,0.0495,0.0544,0.0004,0,0.0007,0.0065,0.0789,-0.1488,0.0262,0.2432,0.2162,0.5405,0.7925,0.1361,0.4661,-0.1253,-1.6176
pg53774-5,0.0201,0.2828,0.0018,0.0636,0.017,0.0298,0.0362,0.0487,0.0492,0.0003,0.0006,0.0012,0.0049,0.087,-0.1046,0.0185,0.2973,0.1351,0.5676,0.7291,0.1361,0.4661,-0.1253,-1.6176
pg10718-1,0.0177,0.2718,0.2741,0.0545,0.0327,0.0287,0.0298,0.0761,0.0397,0.0005,0.0037,0.0035,0.0077,0.1136,0.0398,0.0159,0.3125,0.3125,0.375,0.6451,0.1361,0.4933,0.2729,-0.4385
pg10718-10,0.0211,0.218,0.117,0.0754,0.0246,0.0283,0.029,0.07,0.0406,0.0002,0.0018,0.0049,0.0095,0.1059,-0.0052,0.0226,0.4516,0.129,0.4194,0.659,0.1361,0.4933,0.2729,-0.4385
pg10718-2,0.018,0.282,0.3043,0.0839,0.0285,0.0244,0.0301,0.067,0.0439,0.0004,0.0037,0.007,0.005,0.1082,-0.0217,0.017,0.3,0.2,0.5,0.6646,0.1361,0.4933,0.2729,-0.4385
pg10718-3,0.0189,0.1812,0.2996,0.0851,0.0264,0.025,0.0284,0.0729,0.0456,0.0004,0.0047,0.0046,0.0076,0.111,-0.055,0.021,0.3667,0.1667,0.4667,0.7008,0.1361,0.4933,0.2729,-0.4385
pg10718-4,0.0189,0.2098,0.1724,0.0795,0.0249,0.0242,0.0263,0.072,0.0427,0.0002,0.0026,0.004,0.0059,0.1051,0.021,0.0242,0.2,0.0333,0.7667,0.6399,0.1361,0.4933,0.2729,-0.4385
pg10718-5,0.0239,0.2508,0.1583,0.0857,0.0343,0.0271,0.0259,0.0629,0.0455,0.0001,0.0039,0.0088,0.0111,0.1016,-0.1032,0.0279,0.2813,0.1563,0.5625,0.7186,0.1361,0.4933,0.2729,-0.4385
pg10718-6,0.0189,0.1931,0.335,0.0821,0.037,0.0248,0.0291,0.0683,0.0456,0.0001,0.003,0.0062,0.0093,0.1067,-0.0717,0.0211,0.1563,0.125,0.7188,0.7066,0.1361,0.4933,0.2729,-0.4385
pg10718-7,0.0214,0.1881,0.2459,0.0829,0.0277,0.0252,0.0285,0.066,0.0463,0.0004,0.0033,0.0044,0.0078,0.1026,-0.0499,0.0222,0.2813,0.25,0.4688,0.6719,0.1361,0.4933,0.2729,-0.4385
pg10718-8,0.022,0.247,0.1643,0.088,0.027,0.0276,0.0268,0.0711,0.0433,0.0002,0.0025,0.0066,0.0106,0.1072,-0.0688,0.0243,0.2813,0.3125,0.4063,0.6836,0.1361,0.4933,0.2729,-0.4385
pg10718-9,0.0204,0.2669,0.2659,0.0737,0.0286,0.0265,0.0269,0.0632,0.0473,0.0003,0.0013,0.0076,0.01,0.0993,-0.1108,0.0175,0.1875,0.1875,0.625,0.6891,0.1361,0.4933,0.2729,-0.4385
pg33688-1,0.0119,0.2,0.0198,0.0618,0.0242,0.0259,0.0318,0.0766,0.0378,0.0004,0.0074,0.0038,0.007,0.12,0.0072,0.0141,0.3636,0.0909,0.5455,0.669,0.1361,0.5736,-0.1565,-0.1784
pg33688-10,0.0137,0.2316,0.0375,0.0818,0.0408,0.0269,0.0367,0.0609,0.0354,0.0002,0.0026,0.0031,0.0047,0.1035,0.0729,0.0102,0.4583,0.3333,0.2083,0.6547,0.1361,0.5736,-0.1565,-0.1784
pg33688-11,0.0174,0.1283,0.0147,0.0661,0.029,0.0253,0.0311,0.0793,0.0332,0.0013,0.0028,0.0019,0.0043,0.1164,0.1063,0.0168,0.1739,0.087,0.7391,0.6434,0.1361,0.5736,-0.1565,-0.1784
pg33688-12,0.0139,0.0788,0.0817,0.0782,0.0343,0.0284,0.0327,0.0628,0.0334,0.0003,0.0008,0.0045,0.0045,0.1013,0.022,0.0077,0.2273,0,0.7727,0.656,0.1361,0.5736,-0.1565,-0.1784
pg33688-2,0.0183,0.2098,0.0391,0.0824,0.0301,0.0242,0.0281,0.0725,0.0417,0,0.0062,0.006,0.0074,0.1128,-0.0667,0.0206,0.2609,0.3043,0.4348,0.7266,0.1361,0.5736,-0.1565,-0.1784
pg33688-3,0.021,0.1368,0.1216,0.1033,0.0283,0.023,0.0247,0.0759,0.0357,0.0002,0.0074,0.0072,0.0142,0.1154,-0.0706,0.0259,0.375,0.0833,0.5417,0.7616,0.1361,0.5736,-0.1565,-0.1784
pg33688-4,0.02,0.1446,0.1102,0.0836,0.0298,0.022,0.028,0.0736,0.0401,0.0008,0.008,0.009,0.0096,0.1194,-0.0716,0.0206,0.3043,0.3043,0.3913,0.7289,0.1361,0.5736,-0.1565,-0.1784
pg33688-5,0.0196,0.1086,0.0889,0.0635,0.0332,0.0211,0.0329,0.0751,0.0383,0.0003,0.0066,0.004,0.0062,0.1189,-0.0126,0.0153,0.125,0.1667,0.7083,0.6923,0.1361,0.5736,-0.1565,-0.1784
pg33688-6,0.0187,0.1774,0.0647,0.0774,0.0308,0.024,0.0356,0.074,0.0348,0,0.0073,0.0019,0.0038,0.1188,0.0651,0.0143,0.0526,0.2105,0.7368,0.675,0.1361,0.5736,-0.1565,-0.1784
pg33688-7,0.0195,0.2514,0.281,0.0602,0.0309,0.024,0.0341,0.0776,0.0311,0.0001,0.0063,0.0022,0.0038,0.1203,0.1337,0.016,0.1667,0.1667,0.6667,0.6823,0.1361,0.5736,-0.1565,-0.1784
pg33688-8,0.0184,0.182,0.1618,0.0625,0.0364,0.027,0.038,0.0752,0.0344,0.0006,0.0044,0.0026,0.0049,0.1208,0.0682,0.0136,0.2609,0.4348,0.3043,0.6682,0.1361,0.5736,-0.1565,-0.1784
pg33688-9,0.0189,0.0391,0.1811,0.0975,0.0328,0.0296,0.0322,0.068,0.038,0.0004,0.0031,0.0052,0.0068,0.1089,-0.0186,0.0183,0.1667,0.2083,0.625,0.7111,0.1361,0.5736,-0.1565,-0.1784
pg37827-1,0.0184,0.2198,0.3017,0.0491,0.0278,0.0293,0.0305,0.0606,0.0382,0.0013,0.0021,0.0041,0.0045,0.0986,0.0097,0.0176,0.129,0.129,0.7419,0.6201,0.1362,0.5468,0.1285,-0.1241
pg37827-10,0.0238,0.2721,0.1888,0.0746,0.025,0.0264,0.0285,0.0604,0.0465,0.0011,0.0044,0.0085,0.0071,0.1029,-0.0938,0.023,0.1818,0.1515,0.6667,0.7286,0.1362,0.5468,0.1285,-0.1241
pg37827-11,0.0376,0.2174,0.182,0.0793,0.0196,0.0236,0.0262,0.0568,0.053,0.0011,0.0045,0.006,0.0148,0.0946,-0.1671,0.0365,0.3636,0.2727,0.3636,0.7614,0.1362,0.5468,0.1285,-0.1241
pg37827-12,0.0339,0.1652,0.2296,0.072,0.0212,0.0269,0.0259,0.0559,0.051,0.0011,0.0035,0.0081,0.0117,0.0945,-0.1565,0.0339,0.2424,0.2424,0.5152,0.7396,0.1362,0.5468,0.1285,-0.1241
pg37827-13,0.0259,0.2445,0.173,0.0763,0.0231,0.0246,0.0252,0.0575,0.0495,0.0006,0.0035,0.0092,0.0119,0.096,-0.1344,0.0284,0.3636,0.2121,0.4242,0.7501,0.1362,0.5468,0.1285,-0.1241
pg37827-14,0.0354,0.1902,0.2024,0.0901,0.0245,0.0228,0.0264,0.0585,0.0513,0.0024,0.0045,0.0106,0.0105,0.1024,-0.1441,0.034,0.1563,0.1563,0.6875,0.7897,0.1362,0.5468,0.1285,-0.1241
pg37827-15,0.023,0.1723,0.2814,0.0794,0.0233,0.0252,0.0268,0.0572,0.0468,0.0017,0.0029,0.0074,0.008,0.096,-0.0974,0.0238,0.2424,0.3636,0.3939,0.7316,0.1362,0.5468,0.1285,-0.1241
pg37827-16,0.0316,0.1546,0.2533,0.0849,0.0225,0.0265,0.0254,0.0475,0.0528,0.0012,0.0044,0.0073,0.0103,0.0858,-0.1601,0.0295,0.2727,0.1515,0.5758,0.7757,0.1362,0.5468,0.1285,-0.1241
pg37827-17,0.0324,0.1546,0.2237,0.0926,0.0232,0.025,0.0273,0.0557,0.0527,0.0011,0.0037,0.0098,0.0106,0.0976,-0.1606,0.0334,0.4545,0.1515,0.3939,0.8303,0.1362,0.5468,0.1285,-0.1241
pg37827-18,0.0335,0.1449,0.2309,0.0896,0.0243,0.0258,0.0296,0.0539,0.0526,0.0005,0.0052,0.0108,0.0128,0.1,-0.1575,0.0349,0.4242,0.2424,0.3333,0.8289,0.1362,0.5468,0.1285,-0.1241
pg37827-19,0.0334,0.1823,0.3357,0.0885,0.0256,0.0272,0.0293,0.0543,0.0513,0.0018,0.0049,0.008,0.0107,0.0983,-0.1621,0.0308,0.3438,0.0625,0.5938,0.8054,0.1362,0.5468,0.1285,-0.1241
pg37827-2,0.0316,0.2296,0.2539,0.0598,0.0225,0.0262,0.0268,0.0581,0.0473,0.0013,0.0035,0.0039,0.0092,0.0936,-0.1278,0.0295,0.2813,0.125,0.5938,0.7077,0.1362,0.5468,0.1285,-0.1241
pg37827-20,0.0339,0.2455,0.2292,0.0903,0.0246,0.0262,0.0237,0.0572,0.0519,0.0017,0.0039,0.0075,0.0114,0.094,-0.1595,0.0319,0.2121,0.2727,0.5152,0.7999,0.1362,0.5468,0.1285,-0.1241
pg37827-3,0.0315,0.3459,0.1951,0.07,0.0202,0.0272,0.0289,0.0615,0.0427,0.0018,0.0045,0.0064,0.0112,0.1031,-0.0981,0.0303,0.5152,0.1212,0.3636,0.7129,0.1362,0.5468,0.1285,-0.1241
pg37827-4,0.0252,0.1663,0.4092,0.0682,0.0298,0.0265,0.0295,0.0572,0.0513,0.0011,0.0068,0.0063,0.0094,0.1009,-0.1419,0.0239,0.1563,0.3438,0.5,0.7501,0.1362,0.5468,0.1285,-0.1241
pg37827-5,0.0262,0.0999,0.3796,0.0607,0.0244,0.0265,0.0316,0.052,0.0471,0.002,0.0049,0.0077,0.0105,0.0982,-0.1184,0.0248,0.2727,0.1818,0.5455,0.7433,0.1362,0.5468,0.1285,-0.1241
pg37827-6,0.0156,0.1938,0.4175,0.0566,0.027,0.028,0.0343,0.062,0.0356,0.0023,0.0045,0.0052,0.0079,0.1083,0.0074,0.0165,0.25,0.1875,0.5625,0.6723,0.1362,0.5468,0.1285,-0.1241
pg37827-7,0.0198,0.1159,0.3888,0.0667,0.0282,0.023,0.0338,0.0569,0.042,0.0011,0.0044,0.0074,0.0091,0.1036,-0.0502,0.0216,0.1818,0.1212,0.697,0.6987,0.1362,0.5468,0.1285,-0.1241
pg37827-8,0.0253,0.3406,0.117,0.0744,0.0213,0.0243,0.029,0.0519,0.0466,0.0018,0.0037,0.0098,0.0086,0.0962,-0.1145,0.0248,0.303,0.2424,0.4545,0.7019,0.1362,0.5468,0.1285,-0.1241
pg37827-9,0.0191,0.3394,0.1837,0.0629,0.0193,0.0256,0.03,0.0594,0.0449,0.0015,0.0033,0.004,0.0086,0.0982,-0.0923,0.0188,0.2188,0.125,0.6563,0.701,0.1362,0.5468,0.1285,-0.1241
pg35828-1,0.0249,0.1821,0.0823,0.1007,0.0366,0.0218,0.0345,0.0455,0.047,0.0015,0.0106,0.0056,0.0011,0.0977,-0.1131,0.0177,0.1613,0.2903,0.5484,0.7044,0.1363,0.5343,-0.1521,-0.5584
pg35828-10,0.0306,0.1888,0.2077,0.1048,0.0356,0.0223,0.0408,0.0509,0.0508,0.0015,0.0121,0.0077,0.0033,0.1131,-0.1548,0.0231,0.1714,0.3714,0.4571,0.8189,0.1363,0.5343,-0.1521,-0.5584
pg35828-2,0.0286,0.1259,0.1407,0.1188,0.0297,0.0232,0.0342,0.0469,0.0549,0.0005,0.0098,0.004,0.0034,0.0954,-0.1891,0.024,0.3824,0.1176,0.5,0.8152,0.1363,0.5343,-0.1521,-0.5584
pg35828-3,0.0309,0.1557,0.0846,0.125,0.0227,0.02,0.0361,0.0468,0.0587,0.0002,0.0101,0.0072,0.0059,0.1004,-0.2197,0.027,0.3235,0.1765,0.5,0.8231,0.1363,0.5343,-0.1521,-0.5584
pg35828-4,0.0276,0.214,0.051,0.1202,0.027,0.0187,0.0364,0.0431,0.0554,0.0006,0.0097,0.007,0.0031,0.0968,-0.1856,0.0228,0.2571,0.2,0.5429,0.7832,0.1363,0.5343,-0.1521,-0.5584
pg35828-5,0.0246,0.1747,0.0673,0.113,0.0238,0.023,0.0389,0.0436,0.0506,0.0009,0.0104,0.0056,0.0028,0.0994,-0.156,0.0173,0.1714,0.2571,0.5714,0.8017,0.1363,0.5343,-0.1521,-0.5584
pg35828-6,0.0336,0.1895,0.0222,0.1284,0.0246,0.0187,0.0359,0.042,0.0617,0.001,0.0076,0.0097,0.0048,0.0962,-0.2302,0.0298,0.3429,0.3143,0.3429,0.8802,0.1363,0.5343,-0.1521,-0.5584
pg35828-7,0.0294,0.1982,0.0298,0.1081,0.0261,0.0236,0.0323,0.0403,0.0516,0.0004,0.0101,0.0057,0.0029,0.0888,-0.1526,0.0231,0.3125,0.1563,0.5313,0.7693,0.1363,0.5343,-0.1521,-0.5584
pg35828-8,0.0284,0.2251,0.0117,0.1178,0.0279,0.0251,0.0329,0.0404,0.0519,0.0012,0.0096,0.0074,0.0035,0.0915,-0.1588,0.0238,0.1143,0.3143,0.5714,0.7906,0.1363,0.5343,-0.1521,-0.5584
pg35828-9,0.0313,0.2079,0.0707,0.1197,0.0275,0.0217,0.0333,0.0425,0.0529,0.0012,0.0091,0.0088,0.0038,0.0949,-0.188,0.0284,0.3235,0.2647,0.4118,0.8185,0.1363,0.5343,-0.1521,-0.5584
pg40321-1,0.0221,0.0902,0.1349,0.0919,0.0334,0.0317,0.0351,0.0587,0.0466,0.0009,0.0053,0.0124,0.0065,0.1124,-0.1146,0.0154,0.3659,0.122,0.5122,0.796,0.1364,0.3207,-0.2422,-1.008
pg40321-2,0.0201,0.0755,0.2197,0.1058,0.028,0.0296,0.0415,0.0579,0.0467,0.0003,0.0045,0.0141,0.0065,0.1183,-0.1178,0.0146,0.1429,0.2143,0.6429,0.8421,0.1364,0.3207,-0.2422,-1.008
pg40321-3,0.0234,0.0483,0.1914,0.0952,0.0306,0.0254,0.0406,0.0625,0.0471,0.0006,0.0052,0.0079,0.0059,0.1167,-0.1099,0.0174,0.35,0.075,0.575,0.8092,0.1364,0.3207,-0.2422,-1.008
pg35077-1,0.0154,0.0424,0.3814,0.0663,0.0281,0.0212,0.0297,0.0733,0.0366,0.001,0.001,0.0068,0.0101,0.1118,-0.0316,0.0188,0.1786,0.2143,0.6071,0.7104,0.1364,0.5234,-0.0414,0.0612
pg35077-10,0.0148,0.0978,0.3291,0.0845,0.0331,0.0208,0.031,0.0625,0.0351,0.0011,0.0018,0.0079,0.0082,0.1043,-0.0145,0.0166,0.2857,0.1786,0.5357,0.6589,0.1364,0.5234,-0.0414,0.0612
